Quotazioni Immobiliari : Valori di Mercato - Semestre 2015/2 - elaborazione del 23-MAG-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;B;B1;BL00000093;14;Posti auto coperti;NORMALE;P;600;740;L;2,3;2,8;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;B;B1;BL00000093;15;Posti auto scoperti;NORMALE;P;420;530;L;1,5;1,9;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;B;B1;BL00000093;1;Ville e Villini;NORMALE;P;1750;2150;L;5,3;6,7;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;B;B1;BL00000093;5;Negozi;NORMALE;P;1450;1700;L;3,7;4,5;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;B;B1;BL00000093;6;Uffici;NORMALE;P;1500;1800;L;5;5,4;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;20;Abitazioni civili;NORMALE;P;1500;1700;L;4,9;6,3;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;16;Autorimesse;NORMALE;P;420;510;L;1,7;2,3;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;13;Box;NORMALE;P;700;850;L;3,1;3,9;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;14;Posti auto coperti;NORMALE;P;490;600;L;2,1;2,8;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;15;Posti auto scoperti;NORMALE;P;350;420;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;1;Ville e Villini;NORMALE;P;1500;1700;L;4,9;6,3;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;E;E1;BL00000095;5;Negozi;NORMALE;P;1350;1550;L;3,3;4,4;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;20;Abitazioni civili;NORMALE;P;1400;1600;L;4,6;5,8;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;16;Autorimesse;NORMALE;P;420;480;L;1,4;2,1;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;13;Box;NORMALE;P;700;800;L;2,7;3,6;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;14;Posti auto coperti;NORMALE;P;490;560;L;1,7;2,3;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;15;Posti auto scoperti;NORMALE;P;350;400;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;1;Ville e Villini;NORMALE;P;1450;1600;L;4,7;5,8;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;5;Negozi;NORMALE;P;1250;1450;L;3,1;4;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;7;Capannoni tipici;NORMALE;P;310;405;L;2,6;3,5;L;
NORD-EST;VENETO;BL;5025003;D2AD; ;A206;ALLEGHE;R;R1;BL00002069;10;Laboratori;NORMALE;P;265;340;L;2,1;2,6;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;20;Abitazioni civili;NORMALE;P;9200;10700;L;20,4;26,5;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;16;Autorimesse;NORMALE;P;2300;2700;L;5,1;7,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;13;Box;NORMALE;P;4600;5400;L;10,2;13,3;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;14;Posti auto coperti;NORMALE;P;2750;3200;L;6,1;8,2;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;15;Posti auto scoperti;NORMALE;P;1850;2150;L;4,1;5,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;1;Ville e Villini;NORMALE;P;9200;10700;L;20,4;26,5;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;5;Negozi;NORMALE;P;7100;8700;L;32,6;47,9;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B1;BL00000119;6;Uffici;NORMALE;P;7700;9200;L;16,3;23,5;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;20;Abitazioni civili;NORMALE;P;12200;13800;L;26,5;34,7;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;16;Autorimesse;NORMALE;P;3100;3500;L;7,1;9,2;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;13;Box;NORMALE;P;6100;6900;L;13,3;17,3;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;14;Posti auto coperti;NORMALE;P;3700;4100;L;8,2;10,2;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;15;Posti auto scoperti;NORMALE;P;2450;2750;L;5,1;7,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;5;Negozi;NORMALE;P;9200;11200;L;45,9;64;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;B;B2;BL00001763;6;Uffici;NORMALE;P;9200;10200;L;20,4;25,5;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;20;Abitazioni civili;NORMALE;P;5600;8400;L;13;18,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;16;Autorimesse;NORMALE;P;1450;2100;L;3,6;5,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;13;Box;NORMALE;P;2750;4100;L;6,1;9,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;14;Posti auto coperti;NORMALE;P;1700;2500;L;4,1;6,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;15;Posti auto scoperti;NORMALE;P;1150;1700;L;2,5;3,7;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;1;Ville e Villini;NORMALE;P;5600;8400;L;13;18,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;5;Negozi;NORMALE;P;5100;7100;L;23,5;35,7;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;6;Uffici;NORMALE;P;5600;8400;L;12,2;21,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;7;Capannoni tipici;NORMALE;P;1950;2450;L;13,6;16,2;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;D;D1;BL00000121;10;Laboratori;NORMALE;P;1600;2050;L;11,5;13,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;20;Abitazioni civili;NORMALE;P;5600;8400;L;13;18,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;16;Autorimesse;NORMALE;P;1450;2100;L;3,6;5,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;13;Box;NORMALE;P;2750;4100;L;6,1;9,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;14;Posti auto coperti;NORMALE;P;1700;2500;L;4,1;6,1;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;15;Posti auto scoperti;NORMALE;P;1150;1700;L;2,5;3,7;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;1;Ville e Villini;NORMALE;P;5600;8400;L;13;18,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;5;Negozi;NORMALE;P;5100;7100;L;23,5;35,7;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;6;Uffici;NORMALE;P;5600;8400;L;12,2;21,4;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;7;Capannoni tipici;NORMALE;P;1950;2450;L;13,6;16,2;L;
NORD-EST;VENETO;BL;5025016;D2AE; ;A266;CORTINA D`AMPEZZO;R;R1;BL00002167;10;Laboratori;NORMALE;P;1600;2050;L;11,5;13,4;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;20;Abitazioni civili;NORMALE;P;600;740;L;2;3;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;21;Abitazioni di tipo economico;NORMALE;P;500;630;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;16;Autorimesse;NORMALE;P;190;270;L;1,1;1,6;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;13;Box;NORMALE;P;300;450;L;1,9;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;14;Posti auto coperti;NORMALE;P;220;320;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;15;Posti auto scoperti;NORMALE;P;170;230;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;1;Ville e Villini;NORMALE;P;750;950;L;2,3;3,3;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;5;Negozi;NORMALE;P;790;890;L;2,7;4;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;6;Uffici;NORMALE;P;640;740;L;2,6;3,8;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;7;Capannoni tipici;NORMALE;P;240;320;L;2;3;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;B;B1;BL00000136;10;Laboratori;NORMALE;P;200;265;L;1,6;2,4;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;20;Abitazioni civili;NORMALE;P;640;800;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;16;Autorimesse;NORMALE;P;180;240;L;1,1;1,5;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;13;Box;NORMALE;P;290;400;L;1,8;2,5;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;14;Posti auto coperti;NORMALE;P;210;280;L;1,3;1,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;15;Posti auto scoperti;NORMALE;P;160;200;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;1;Ville e Villini;NORMALE;P;800;1000;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E1;BL00000138;5;Negozi;NORMALE;P;690;860;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;20;Abitazioni civili;NORMALE;P;600;740;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;21;Abitazioni di tipo economico;NORMALE;P;500;630;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;16;Autorimesse;NORMALE;P;190;270;L;1,1;1,6;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;13;Box;NORMALE;P;300;450;L;1,9;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;14;Posti auto coperti;NORMALE;P;220;320;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;15;Posti auto scoperti;NORMALE;P;170;230;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E3;BL00002002;1;Ville e Villini;NORMALE;P;780;950;L;2,1;3,1;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;20;Abitazioni civili;NORMALE;P;610;740;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;21;Abitazioni di tipo economico;NORMALE;P;500;630;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;16;Autorimesse;NORMALE;P;190;270;L;1,1;1,6;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;13;Box;NORMALE;P;300;450;L;1,9;2,7;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;14;Posti auto coperti;NORMALE;P;220;320;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;15;Posti auto scoperti;NORMALE;P;170;230;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;E;E4;BL00002003;1;Ville e Villini;NORMALE;P;780;950;L;2,1;3,1;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;20;Abitazioni civili;NORMALE;P;530;650;L;1,7;2,5;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;16;Autorimesse;NORMALE;P;180;230;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;13;Box;NORMALE;P;270;390;L;1,6;2,3;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;14;Posti auto coperti;NORMALE;P;200;260;L;1,2;1,6;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;15;Posti auto scoperti;NORMALE;P;150;200;L;,7;1;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;1;Ville e Villini;NORMALE;P;530;780;L;1,7;2,5;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;7;Capannoni tipici;NORMALE;P;240;320;L;2;3;L;
NORD-EST;VENETO;BL;5025004;D2AF; ;A443;ARSIE`;R;R1;BL00002071;10;Laboratori;NORMALE;P;200;265;L;1,6;2,4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;20;Abitazioni civili;NORMALE;P;1550;2000;L;4,1;4,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;21;Abitazioni di tipo economico;NORMALE;P;1450;1650;L;4,5;5,4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;16;Autorimesse;NORMALE;P;480;580;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;13;Box;NORMALE;P;800;960;L;2,7;4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;14;Posti auto coperti;NORMALE;P;560;670;L;2;2,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;15;Posti auto scoperti;NORMALE;P;400;480;L;1,4;2;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;1;Ville e Villini;NORMALE;P;1600;1850;L;4,9;5,7;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;5;Negozi;NORMALE;P;1550;1700;L;6,1;7;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B1;BL00000167;6;Uffici;NORMALE;P;1200;1600;L;4,7;5,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;20;Abitazioni civili;NORMALE;P;1800;2050;L;4,7;5,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;21;Abitazioni di tipo economico;NORMALE;P;1450;1750;L;4,7;5,4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;16;Autorimesse;NORMALE;P;550;630;L;2,1;2,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;13;Box;NORMALE;P;920;1050;L;3,6;4,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;14;Posti auto coperti;NORMALE;P;640;740;L;2,4;3,4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;15;Posti auto scoperti;NORMALE;P;460;530;L;1,8;2,3;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;5;Negozi;NORMALE;P;2050;2550;L;8,3;10,5;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;B;B2;BL00001761;6;Uffici;NORMALE;P;1450;2050;L;6,1;8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;20;Abitazioni civili;NORMALE;P;1300;1550;L;4;4,5;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;21;Abitazioni di tipo economico;NORMALE;P;1000;1350;L;4;4,7;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;16;Autorimesse;NORMALE;P;275;370;L;1,5;1,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;13;Box;NORMALE;P;480;610;L;2,6;3,3;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;14;Posti auto coperti;NORMALE;P;345;430;L;1,8;2,2;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;15;Posti auto scoperti;NORMALE;P;235;305;L;1,3;1,6;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;1;Ville e Villini;NORMALE;P;1250;1400;L;3,8;4,5;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;5;Negozi;NORMALE;P;1200;1400;L;5;5,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;6;Uffici;NORMALE;P;1000;1300;L;3,5;3,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;7;Capannoni tipici;NORMALE;P;380;480;L;2,9;3,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;D;D1;BL00000169;10;Laboratori;NORMALE;P;305;410;L;2,6;3,1;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;20;Abitazioni civili;NORMALE;P;2300;2600;L;5,5;8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;21;Abitazioni di tipo economico;NORMALE;P;1950;2200;L;4;6;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;16;Autorimesse;NORMALE;P;520;600;L;2,2;3,3;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;13;Box;NORMALE;P;850;1000;L;4;6;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;14;Posti auto coperti;NORMALE;P;590;700;L;2,6;3,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;15;Posti auto scoperti;NORMALE;P;430;500;L;1,9;2,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;1;Ville e Villini;NORMALE;P;2150;2400;L;7;10;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;5;Negozi;NORMALE;P;2100;2400;L;8,4;9,7;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E2;BL00000171;6;Uffici;NORMALE;P;1700;2100;L;6,6;7,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;20;Abitazioni civili;NORMALE;P;1300;1550;L;4;4,5;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;21;Abitazioni di tipo economico;NORMALE;P;1000;1350;L;4;4,7;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;16;Autorimesse;NORMALE;P;275;370;L;1,5;1,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;13;Box;NORMALE;P;480;610;L;2,6;3,3;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;14;Posti auto coperti;NORMALE;P;345;430;L;1,8;2,2;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;15;Posti auto scoperti;NORMALE;P;235;305;L;1,3;1,6;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;1;Ville e Villini;NORMALE;P;1250;1400;L;3,8;4,5;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;5;Negozi;NORMALE;P;1200;1400;L;5;5,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;6;Uffici;NORMALE;P;1000;1300;L;3,5;3,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;7;Capannoni tipici;NORMALE;P;380;480;L;2,9;3,8;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;E;E3;BL00002076;10;Laboratori;NORMALE;P;305;410;L;2,6;3,1;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;20;Abitazioni civili;NORMALE;P;1050;1150;L;2,6;3,4;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;21;Abitazioni di tipo economico;NORMALE;P;1000;1100;L;3,3;3,7;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;16;Autorimesse;NORMALE;P;215;265;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;13;Box;NORMALE;P;355;450;L;1,6;1,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;14;Posti auto coperti;NORMALE;P;245;325;L;1,1;1,3;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;15;Posti auto scoperti;NORMALE;P;185;225;L;,8;,9;L;
NORD-EST;VENETO;BL;5025005;D2AG; ;A501;AURONZO DI CADORE;R;R1;BL00002075;1;Ville e Villini;NORMALE;P;1100;1300;L;2,6;3,5;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;20;Abitazioni civili;NORMALE;P;2050;2400;L;5;6,1;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;16;Autorimesse;NORMALE;P;590;700;L;2,7;3,5;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;13;Box;NORMALE;P;980;1200;L;4,7;5,6;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;14;Posti auto coperti;NORMALE;P;690;830;L;3,2;3,9;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;15;Posti auto scoperti;NORMALE;P;495;610;L;2,3;2,7;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;1;Ville e Villini;NORMALE;P;1850;2400;L;6,3;7,1;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;5;Negozi;NORMALE;P;1550;1900;L;6,2;7;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;6;Uffici;NORMALE;P;1850;2400;L;5;6,1;L;
NORD-EST;VENETO;BL;5025007;D2AH; ;A982;BORCA DI CADORE;B;B1;BL00000185;7;Capannoni tipici;NORMALE;P;850;1050;L;5,9;7,3;L;
